0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1.6667	1
3.3334	0
5.0001	0
6.6668	0
8.3335	0
10.0002	0
11.6669	0
13.3336	0
15.0003	0
16.667	0
18.3337	0
20.0004	0
21.6671	0
23.3338	0
25.0005	0
26.6672	0
28.3339	0
30.0006	0
31.6673	0
33.334	0
35.0007	0
36.6674	0
38.3341	0
40.0008	0
41.6675	0
43.3342	0
45.0009	0
46.6676	0
48.3343	0
50.001	0
51.6677	0
53.3344	0
55.0011	0
56.6678	0
58.3345	0
60.0012	0
61.6679	0
63.3346	0
65.0013	0
66.668	0
68.3347	0
70.0014	0
71.6681	0
73.3348	0
75.0015	0
76.6682	0
78.3349	0
80.0016	0
81.6683	0
83.335	0
85.0017	0
86.6684	0
88.3351	0
90.0018	0
91.6685	0
93.3352	0
95.0019	0
96.6686	0
98.3353	0
100.002	0
101.6687	0
103.3354	0
105.0021	0
106.6688	0
108.3355	0
110.0022	0
111.6689	0
113.3356	0
115.0023	0
116.669	0
118.3357	0
120.0024	0
121.6691	0
123.3358	0
125.0025	0
126.6692	0
128.3359	0
130.0026	0
131.6693	0
133.336	0
135.0027	0
136.6694	0
138.3361	0
140.0028	0
141.6695	0
143.3362	0
145.0029	0
146.6696	0
148.3363	0
150.003	0
151.6697	0
153.3364	0
155.0031	0
156.6698	0
158.3365	0
160.0032	0
161.6699	0
163.3366	0
165.0033	0
166.67	0
168.3367	0
170.0034	0
171.6701	0
173.3368	0
175.0035	0
176.6702	0
178.3369	0
180.0036	0
181.6703	0
183.337	0
185.0037	0
186.6704	0
188.3371	0
190.0038	0
191.6705	0
193.3372	0
195.0039	0
196.6706	0
198.3373	0
200.004	0
201.6707	0
203.3374	0
205.0041	0
206.6708	0
208.3375	0
210.0042	0
211.6709	0
213.3376	0
215.0043	0
216.671	0
218.3377	0
220.0044	0
221.6711	0
223.3378	0
225.0045	0
226.6712	0
228.3379	0
230.0046	0
231.6713	0
233.338	0
235.0047	0
236.6714	0
238.3381	0
240.0048	0
241.6715	0
243.3382	0
245.0049	0
246.6716	0
248.3383	0
250.005	0
251.6717	0
253.3384	0
255.0051	0
256.6718	0
258.3385	0
260.0052	0
261.6719	0
263.3386	0
265.0053	0
266.672	0
268.3387	0
